"","title","year","length","budget","rating","votes","mpaa","Action","Animation","Comedy","Drama","Documentary","Romance","Short"
"Tuno negro 2001","Tuno negro","2001","98",NA,"5.0","255","R","0","0","0","1","0","0","0"
"Tupac: Resurrection 2003","Tupac: Resurrection","2003","90",NA,"7.3","773","R","0","0","0","0","1","0","0"
"Tuxedo, The 2002","Tuxedo, The","2002","98","60000000","5.1","6070","PG-13","1","0","1","0","0","0","0"
"Tweeling, De 2002","Tweeling, De","2002","135",NA,"8.0","1073","R","0","0","0","1","0","1","0"
"Twin Falls Idaho 1999","Twin Falls Idaho","1999","111","500000","7.1","1547","R","0","0","0","1","0","0","0"
"Twist 2003","Twist","2003","97","350000","6.0","197","R","0","0","0","1","0","0","0"
"Two Brothers 2004","Two Brothers","2004","109",NA,"6.9","1614","PG","0","0","0","1","0","0","0"
"Two Can Play That Game 2001","Two Can Play That Game","2001","93","6000000","5.8","843","R","0","0","1","0","0","1","0"
"Two Days 2003","Two Days","2003","90",NA,"6.7","167","R","0","0","0","1","0","0","0"
"Two Family House 2000","Two Family House","2000","109",NA,"7.2","417","R","0","0","0","1","0","0","0"
"Two Men Went to War 2002","Two Men Went to War","2002","109",NA,"6.9","142","PG","0","0","1","1","0","0","0"
"Two Ninas 1999","Two Ninas","1999","88",NA,"6.2","409","R","0","0","1","0","0","1","0"
"Two Shades of Blue 2000","Two Shades of Blue","2000","103",NA,"3.6","102","R","0","0","0","0","0","0","0"
"Two Weeks Notice 2002","Two Weeks Notice","2002","101","60000000","5.8","15010","PG-13","0","0","1","0","0","1","0"
"U-571 2000","U-571","2000","116","62000000","6.5","15792","PG-13","1","0","0","1","0","0","0"
"U.S. Seals 1999","U.S. Seals","1999","90",NA,"2.4","569","R","1","0","0","0","0","0","0"
"Ultimate X: The Movie 2002","Ultimate X: The Movie","2002","44",NA,"6.7","111","PG","0","0","0","0","1","0","1"
"Ultimo bacio, L' 2001","Ultimo bacio, L'","2001","115",NA,"7.0","1422","R","0","0","1","1","0","0","0"
"Umi wa miteita 2002","Umi wa miteita","2002","119",NA,"6.8","254","R","0","0","0","1","0","1","0"
"Unbreakable 2000","Unbreakable","2000","106","75000000","7.1","35842","PG-13","0","0","0","1","0","0","0"
"Uncle Nino 2003","Uncle Nino","2003","104",NA,"5.9","221","PG","0","0","1","1","0","0","0"
"Unconditional Love 2002","Unconditional Love","2002","120",NA,"7.1","632","PG-13","0","0","1","1","0","0","0"
"Undead 2003","Undead","2003","100",NA,"5.7","1350","R","0","0","0","0","0","0","0"
"Under Hellgate Bridge 2000","Under Hellgate Bridge","2000","90",NA,"4.6","123","R","0","0","0","1","0","0","0"
"Under Pressure 2000","Under Pressure","2000","94",NA,"3.8","200","R","1","0","0","0","0","0","0"
"Under Suspicion 2000","Under Suspicion","2000","111","25000000","6.4","3718","R","0","0","0","1","0","0","0"
"Under the Tuscan Sun 2003","Under the Tuscan Sun","2003","113","18000000","6.7","4183","PG-13","0","0","1","1","0","1","0"
"Undercover Angel 1999","Undercover Angel","1999","91",NA,"5.5","142","PG","0","0","1","1","0","0","0"
"Undercover Brother 2002","Undercover Brother","2002","85","25000000","6.0","5138","PG-13","1","0","1","0","0","0","0"
"Underground Comedy Movie, The 1999","Underground Comedy Movie, The","1999","88",NA,"1.8","590","R","0","0","1","0","0","0","0"
"Undertow 2004","Undertow","2004","108",NA,"6.9","541","R","0","0","0","1","0","0","0"
"Undisputed 2002","Undisputed","2002","96","20000000","5.6","1769","R","1","0","0","1","0","0","0"
"Une liaison pornographique 1999","Une liaison pornographique","1999","80",NA,"7.1","1493","R","0","0","0","1","0","1","0"
"Unfaithful 2002","Unfaithful","2002","125","50000000","6.6","8713","R","0","0","0","1","0","0","0"
"United States of Leland, The 2003","United States of Leland, The","2003","108",NA,"7.0","1788","R","0","0","0","1","0","0","0"
"Universal Soldier: The Return 1999","Universal Soldier: The Return","1999","89",NA,"3.2","3486","R","1","0","0","0","0","0","0"
"Unsaid, The 2001","Unsaid, The","2001","108","22000000","6.5","1084","R","0","0","0","0","0","0","0"
"Unspeakable 2002","Unspeakable","2002","108",NA,"3.6","260","R","0","0","0","0","0","0","0"
"Unstoppable 2004","Unstoppable","2004","96","15000000","4.8","579","R","1","0","1","1","0","0","0"
"Untergang, Der 2004","Untergang, Der","2004","156",NA,"8.4","8039","R","0","0","0","1","0","0","0"
"Untold, The 2002","Untold, The","2002","92","3000000","3.8","400","R","1","0","0","0","0","0","0"
"Up Against Amanda 2000","Up Against Amanda","2000","102",NA,"4.3","113","R","0","0","0","1","0","0","0"
"Up at the Villa 2000","Up at the Villa","2000","115",NA,"5.9","740","PG-13","0","0","0","1","0","0","0"
"Upside of Anger, The 2005","Upside of Anger, The","2005","118","13200000","7.2","1160","R","0","0","1","1","0","1","0"
"Uptown Girls 2003","Uptown Girls","2003","93",NA,"5.4","2417","PG-13","0","0","1","1","0","0","0"
"Urban Legends: Final Cut 2000","Urban Legends: Final Cut","2000","97","15000000","3.8","3280","R","0","0","0","0","0","0","0"
"Urbania 2000","Urbania","2000","106","225000","6.9","1089","R","0","0","0","1","0","0","0"
"Va savoir 2001","Va savoir","2001","157",NA,"7.1","789","PG-13","0","0","1","1","0","1","0"
"Valentine 2001","Valentine","2001","96","10000000","4.2","4779","R","0","0","0","0","0","0","0"
"Vampire Clan 2002","Vampire Clan","2002","87",NA,"4.0","173","R","0","0","0","1","0","0","0"
"Vampire Hunter D 2000","Vampire Hunter D","2000","103",NA,"7.6","2606","R","1","1","0","1","0","1","0"
"Vampires: Los Muertos 2002","Vampires: Los Muertos","2002","93",NA,"4.4","1010","R","1","0","0","0","0","0","0"
"Van Helsing 2004","Van Helsing","2004","132","160000000","5.4","19787","PG-13","1","0","0","0","0","0","0"
"Van Wilder 2002","Van Wilder","2002","94","6000000","5.8","7799","R","0","0","1","0","0","0","0"
"Vanilla Sky 2001","Vanilla Sky","2001","136","68000000","6.9","31250","R","0","0","0","1","0","1","0"
"Vanity Fair 2004","Vanity Fair","2004","141","23000000","6.1","2151","PG-13","0","0","0","1","0","1","0"
"Varsity Blues 1999","Varsity Blues","1999","100","16000000","6.0","7974","R","0","0","0","1","0","0","0"
"Vatel 2000","Vatel","2000","125","36000000","6.4","1322","PG-13","0","0","0","1","0","1","0"
"Venomous 2001","Venomous","2001","97",NA,"3.5","146","PG-13","0","0","0","0","0","0","0"
"Vera Drake 2004","Vera Drake","2004","125",NA,"7.9","2562","R","0","0","0","1","0","0","0"
"Veronica Guerin 2003","Veronica Guerin","2003","92","17000000","6.8","2688","R","0","0","0","1","0","0","0"
"Vertical Limit 2000","Vertical Limit","2000","124","75000000","5.6","10273","PG-13","1","0","0","0","0","0","0"
"Veuve de Saint-Pierre, La 2000","Veuve de Saint-Pierre, La","2000","112",NA,"7.1","1572","R","0","0","0","1","0","0","0"
"View from the Top 2003","View from the Top","2003","87",NA,"5.1","3485","PG-13","0","0","1","0","0","1","0"
"Viktor Vogel - Commercial Man 2001","Viktor Vogel - Commercial Man","2001","112",NA,"5.6","244","R","0","0","1","0","0","0","0"
"Village, The 2004","Village, The","2004","108","60000000","6.6","25729","PG-13","0","0","0","1","0","0","0"
"Virgen de los sicarios, La 2000","Virgen de los sicarios, La","2000","98",NA,"7.0","902","R","0","0","0","1","0","0","0"
"Virgin 2003","Virgin","2003","114",NA,"6.0","118","R","0","0","0","1","0","0","0"
"Virgin Suicides, The 1999","Virgin Suicides, The","1999","90","6000000","7.2","17524","R","0","0","0","1","0","0","0"
"Virginia's Run 2002","Virginia's Run","2002","101",NA,"5.8","122","PG","0","0","0","1","0","0","0"
"Virtual Sexuality 1999","Virtual Sexuality","1999","92",NA,"5.0","891","R","0","0","1","1","0","0","0"
"Visitors 2003","Visitors","2003","100",NA,"5.1","185","R","0","0","0","0","0","0","0"
"Vlad 2003","Vlad","2003","98",NA,"3.9","162","R","0","0","0","0","0","0","0"
"Vulgar 2000","Vulgar","2000","85",NA,"4.7","1003","R","0","0","0","1","0","0","0"
"WXIII: Patlabor the Movie 3 2002","WXIII: Patlabor the Movie 3","2002","100",NA,"6.6","123","R","1","1","0","0","0","0","0"
"Waking Life 2001","Waking Life","2001","101",NA,"7.5","6999","R","0","1","0","1","0","0","0"
"Waking Up in Reno 2002","Waking Up in Reno","2002","91",NA,"5.3","862","R","0","0","1","0","0","1","0"
"Walk On Water 2004","Walk On Water","2004","104",NA,"7.5","533","R","0","0","0","1","0","0","0"
"Walk on the Moon, A 1999","Walk on the Moon, A","1999","105","14000000","6.6","1815","R","0","0","0","1","0","1","0"
"Walk to Remember, A 2002","Walk to Remember, A","2002","101","11000000","6.8","7124","PG","0","0","0","1","0","1","0"
"Walking Across Egypt 1999","Walking Across Egypt","1999","100","4500000","6.9","247","PG-13","0","0","0","1","0","0","0"
"Walking Tall 2004","Walking Tall","2004","87","56000000","5.9","4839","PG-13","1","0","0","1","0","0","0"
"War Zone, The 1999","War Zone, The","1999","98",NA,"7.3","1986","R","0","0","0","1","0","0","0"
"Warrior, The 2001","Warrior, The","2001","86",NA,"6.8","266","R","0","0","0","1","0","0","0"
"Was tun, wenn's brennt? 2001","Was tun, wenn's brennt?","2001","101",NA,"7.1","772","R","0","0","1","1","0","0","0"
"Wasabi 2001","Wasabi","2001","94",NA,"6.4","3057","R","1","0","1","1","0","0","0"
"Washington Heights 2002","Washington Heights","2002","89",NA,"5.9","144","R","0","0","0","1","0","1","0"
"Watcher, The 2000","Watcher, The","2000","97","33000000","5.2","5774","R","0","0","0","0","0","0","0"
"Watchtower 2001","Watchtower","2001","97",NA,"4.5","207","R","0","0","0","1","0","0","0"
"Waterproof 1999","Waterproof","1999","95",NA,"6.2","103","PG-13","0","0","0","1","0","0","0"
"Way of the Gun, The 2000","Way of the Gun, The","2000","120","9000000","6.5","7750","R","0","0","0","0","0","0","0"
"Waydowntown 2000","Waydowntown","2000","87",NA,"7.1","646","R","0","0","1","0","0","0","0"
"We Don't Live Here Anymore 2004","We Don't Live Here Anymore","2004","101","3000000","6.1","1387","R","0","0","0","1","0","0","0"
"We Were Soldiers 2002","We Were Soldiers","2002","143","75000000","7.1","14939","R","1","0","0","1","0","0","0"
"Wedding Date, The 2005","Wedding Date, The","2005","90","15000000","5.0","953","PG-13","0","0","1","0","0","1","0"
"Wedding Planner, The 2001","Wedding Planner, The","2001","103","35000000","4.9","7393","PG-13","0","0","1","0","0","1","0"
"Weight of Water, The 2000","Weight of Water, The","2000","113","16000000","6.0","1742","R","0","0","0","0","0","0","0"
"Welcome to Collinwood 2002","Welcome to Collinwood","2002","86","12000000","6.1","2831","R","0","0","1","0","0","0","0"
"Welcome to Hollywood 2000","Welcome to Hollywood","2000","89",NA,"4.8","238","R","0","0","1","0","1","0","0"
"Welcome to Mooseport 2004","Welcome to Mooseport","2004","117","26000000","5.3","2356","PG-13","0","0","1","0","0","0","0"
"Wendigo 2001","Wendigo","2001","91",NA,"4.9","941","R","0","0","0","1","0","0","0"
"Wet Hot American Summer 2001","Wet Hot American Summer","2001","97",NA,"6.2","3227","R","0","0","1","0","0","0","0"
"Whale Rider 2002","Whale Rider","2002","101",NA,"8.0","10252","PG-13","0","0","0","1","0","0","0"
"Whasango 2001","Whasango","2001","95",NA,"6.2","825","PG-13","1","0","0","0","0","0","0"
"What Alice Found 2003","What Alice Found","2003","96",NA,"6.6","187","R","0","0","0","1","0","0","0"
"What Lies Beneath 2000","What Lies Beneath","2000","130","90000000","6.6","20584","PG-13","0","0","0","1","0","0","0"
"What Planet Are You From? 2000","What Planet Are You From?","2000","104","50000000","5.6","2574","R","0","0","1","0","0","0","0"
"What Women Want 2000","What Women Want","2000","127","65000000","6.4","20138","PG-13","0","0","1","0","0","1","0"
"What a Girl Wants 2003","What a Girl Wants","2003","105","20000000","5.7","3533","PG","0","0","1","1","0","1","0"
"What's Cooking? 2000","What's Cooking?","2000","109",NA,"7.0","744","PG-13","0","0","1","1","0","0","0"
"What's the Worst That Could Happen? 2001","What's the Worst That Could Happen?","2001","97","45000000","5.0","2531","PG-13","0","0","1","0","0","0","0"
"Whatever Happened to Harold Smith? 1999","Whatever Happened to Harold Smith?","1999","95",NA,"6.3","268","R","0","0","1","0","0","0","0"
"Whatever It Takes 2000","Whatever It Takes","2000","94","15000000","5.2","1771","PG-13","0","0","1","1","0","1","0"
"When Strangers Appear 2001","When Strangers Appear","2001","96",NA,"6.5","433","R","1","0","0","1","0","0","0"
"When Will I Be Loved 2004","When Will I Be Loved","2004","81",NA,"5.2","488","R","0","0","0","1","0","0","0"
"When the Sky Falls 2000","When the Sky Falls","2000","107",NA,"6.8","231","R","0","0","0","1","0","0","0"
"Where the Heart Is 2000","Where the Heart Is","2000","120","15000000","6.4","5042","PG-13","0","0","1","1","0","1","0"
"Where the Money Is 2000","Where the Money Is","2000","89","18000000","6.2","1461","PG-13","0","0","1","1","0","0","0"
"Whipped 2000","Whipped","2000","82","3000000","4.4","1562","R","0","0","1","0","0","1","0"
"White Chicks 2004","White Chicks","2004","109",NA,"4.8","4782","PG-13","0","0","1","0","0","0","0"
"White Oleander 2002","White Oleander","2002","109","16000000","6.9","4545","PG-13","0","0","0","1","0","0","0"
"White River Kid, The 1999","White River Kid, The","1999","99",NA,"4.2","230","R","0","0","1","0","0","0","0"
"Whiteboys 1999","Whiteboys","1999","92",NA,"4.8","397","R","0","0","1","1","0","0","0"
"Who Is Cletis Tout? 2001","Who Is Cletis Tout?","2001","92",NA,"6.4","958","R","0","0","1","0","0","0","0"
"Whole Ten Yards, The 2004","Whole Ten Yards, The","2004","98","40000000","4.8","4133","PG-13","0","0","1","0","0","0","0"
"Wicked Spring 2002","Wicked Spring","2002","102","500000","5.6","158","PG-13","0","0","0","1","0","0","0"
"Wicker Park 2004","Wicker Park","2004","114","30000000","6.4","3143","PG-13","0","0","0","1","0","1","0"
"Wilbur Wants to Kill Himself 2002","Wilbur Wants to Kill Himself","2002","105",NA,"6.8","1563","R","0","0","1","1","0","0","0"
"Wild Thornberrys Movie, The 2002","Wild Thornberrys Movie, The","2002","85","35000000","4.7","4008","PG","0","1","1","0","0","0","0"
"Wild Wild West 1999","Wild Wild West","1999","107","170000000","4.0","19078","PG-13","1","0","1","0","0","0","0"
"Wildflowers 1999","Wildflowers","1999","93",NA,"5.6","118","R","0","0","0","1","0","0","0"
"Willard 2003","Willard","2003","100","22000000","6.2","2913","PG-13","0","0","1","1","0","0","0"
"Wimbledon 2004","Wimbledon","2004","98","31000000","6.3","4297","PG-13","0","0","1","1","0","1","0"
"Win a Date with Tad Hamilton! 2004","Win a Date with Tad Hamilton!","2004","95","24000000","5.8","2933","PG-13","0","0","1","0","0","1","0"
"Windtalkers 2002","Windtalkers","2002","153","115000000","5.9","9081","R","1","0","0","1","0","0","0"
"Wing Commander 1999","Wing Commander","1999","96","30000000","3.7","4854","PG-13","1","0","0","0","0","0","0"
"Wisegirls 2002","Wisegirls","2002","96","11000000","5.7","792","R","0","0","0","1","0","0","0"
"Wishcraft 2002","Wishcraft","2002","97","5000000","5.0","314","R","0","0","0","0","0","0","0"
"Wisher, The 2002","Wisher, The","2002","90",NA,"4.1","251","R","0","0","0","0","0","0","0"
"Without a Paddle 2004","Without a Paddle","2004","95","19000000","5.4","3605","PG-13","0","0","1","0","0","0","0"
"Witness Files, The 1999","Witness Files, The","1999","95",NA,"3.8","308","R","1","0","0","1","0","0","0"
"Wo hu cang long 2000","Wo hu cang long","2000","120","15000000","8.2","52198","PG-13","1","0","0","0","0","1","0"
"Woman Thou Art Loosed 2004","Woman Thou Art Loosed","2004","94",NA,"6.3","180","R","0","0","0","1","0","0","0"
"Woman on Top 2000","Woman on Top","2000","92","8000000","5.3","2094","R","0","0","1","0","0","1","0"
"Wonder Boys 2000","Wonder Boys","2000","111","35000000","7.6","15668","R","0","0","1","1","0","0","0"
"Wonderland 1999","Wonderland","1999","108",NA,"7.1","1229","R","0","0","0","1","0","0","0"
"Wood, The 1999","Wood, The","1999","102","6000000","6.2","1170","R","0","0","1","1","0","1","0"
"Woodsman, The 2004","Woodsman, The","2004","87",NA,"7.2","2444","R","0","0","0","1","0","0","0"
"Work and the Glory, The 2004","Work and the Glory, The","2004","118","7500000","6.3","180","PG","0","0","0","1","0","1","0"
"World Is Not Enough, The 1999","World Is Not Enough, The","1999","128","135000000","6.3","24205","PG-13","1","0","0","0","0","0","0"
"World Traveler 2001","World Traveler","2001","103","2000000","5.4","350","R","0","0","0","1","0","0","0"
"Wrecking Crew, The 1999","Wrecking Crew, The","1999","80",NA,"2.3","185","R","1","0","0","0","0","0","0"
"Wu jian dao 2002","Wu jian dao","2002","101",NA,"8.0","4065","R","1","0","0","1","0","0","0"
"X-Men 2000","X-Men","2000","104","75000000","7.3","45332","PG-13","1","0","0","0","0","0","0"
"X2 2003","X2","2003","133","110000000","7.9","38191","PG-13","1","0","0","0","0","0","0"
"XX/XY 2002","XX/XY","2002","91",NA,"6.1","657","R","0","0","0","1","0","1","0"
"Xchange 2000","Xchange","2000","110",NA,"5.6","719","R","0","0","0","0","0","0","0"
"Xiao cheng zhi chun 2002","Xiao cheng zhi chun","2002","112",NA,"7.0","220","PG","0","0","0","1","0","0","0"
"Xizao 1999","Xizao","1999","92",NA,"7.3","1196","PG-13","0","0","1","1","0","0","0"
"Xun qiang 2002","Xun qiang","2002","120",NA,"6.4","164","PG-13","0","0","0","0","0","0","0"
"Yards, The 2000","Yards, The","2000","115","20000000","6.3","3386","R","0","0","0","1","0","0","0"
"Yeogo goedam II 1999","Yeogo goedam II","1999","97",NA,"6.9","426","R","0","0","0","0","0","1","0"
"Yes Men, The 2003","Yes Men, The","2003","83",NA,"6.9","515","R","0","0","0","0","1","0","0"
"Ying xiong 2002","Ying xiong","2002","93","30000000","8.1","24128","PG-13","1","0","0","1","0","0","0"
"Yo puta 2004","Yo puta","2004","76","6000000","4.3","151","R","0","0","0","1","0","0","0"
"Yossi & Jagger 2002","Yossi & Jagger","2002","67",NA,"7.9","618","R","0","0","0","1","0","1","0"
"You Can Count on Me 2000","You Can Count on Me","2000","111","1200000","7.8","7630","R","0","0","0","1","0","0","0"
"You Got Served 2004","You Got Served","2004","95","8000000","1.9","6041","PG-13","0","0","0","1","0","0","0"
"Young Adam 2003","Young Adam","2003","98",NA,"6.5","1809","R","0","0","0","1","0","0","0"
"Zelary 2003","Zelary","2003","150",NA,"7.5","388","R","0","0","0","1","0","1","0"
"Zhong hua ying xiong 1999","Zhong hua ying xiong","1999","115",NA,"5.6","364","R","1","0","0","1","0","0","0"
